Molecule ChEMBL ID,Molecule Name,Molecule Max Phase,Molecular Weight,#RO5 Violations,AlogP,Compound Key,Smiles,Standard Type,Standard Relation,Standard Value,Standard Units,pChEMBL Value,Data Validity Comment,Comment,Uo Units,Ligand Efficiency BEI,Ligand Efficiency LE,Ligand Efficiency LLE,Ligand Efficiency SEI,Potential Duplicate,Assay ChEMBL ID,Assay Description,Assay Type,BAO Format ID,BAO Label,Assay Organism,Assay Tissue ChEMBL ID,Assay Tissue Name,Assay Cell Type,Assay Subcellular Fraction,Assay Parameters,Assay Variant Accession,Assay Variant Mutation,Target ChEMBL ID,Target Name,Target Organism,Target Type,Document ChEMBL ID,Source ID,Source Description,Document Journal,Document Year,Cell ChEMBL ID,Properties,Action Type,Standard Text Value
CHEMBL48075,,,414.43,0.0,2.86,8p (table 2),O=C1O[C@@H](CN2CCC(O)(c3ccc4c(c3)OCO4)CC2)CN1c1ccc(F)cc1,Ki,'=',16.0,nM,7.8,,,UO_0000065,18.81,0.35,4.94,10.91,0,CHEMBL804962,Binding affinity against the sigma receptor from guinea pig brain using the radioligand [3H]SKF-10047,B,BAO_0000019,assay format,Cavia porcellus,,,,,,,,CHEMBL287,Sigma opioid receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1126398,1,Scientific Literature,Bioorg Med Chem Lett,1992.0,,,,
CHEMBL343752,,,513.22,1.0,4.38,43,O=C(Cc1cccc(Br)c1)NC1CCN(Cc2ccc(I)cc2)CC1,Ki,'=',1.78,nM,8.75,,,UO_0000065,17.05,0.48,4.37,27.05,0,CHEMBL846101,"Binding affinity for sigma 1 opioid receptor, measured on guinea pig brain membranes using [3H]- (+)-pentazocine as radioligand",B,BAO_0000019,assay format,Cavia porcellus,CHEMBL3638188,Brain,,Membrane,,,,CHEMBL287,Sigma opioid receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1134305,1,Scientific Literature,J Med Chem,2001.0,,,,
CHEMBL918,PHENACEMIDE,4.0,178.19,0.0,0.42,PHENACEMIDE,NC(=O)NC(=O)Cc1ccccc1,Ki,>,10000.0,nM,,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),,,,,,0,CHEMBL1909110,DRUGMATRIX: Sigma1 radioligand binding (ligand: [3H] Haloperidol),B,BAO_0000249,cell membrane format,,,,Jurkat,Membrane,,,,CHEMBL287,Sigma opioid receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1909046,15,DrugMatrix,,,CHEMBL3307526,,,
CHEMBL136677,,,358.49,0.0,4.16,30,O=C(Cc1ccccc1)NC1CCN(Cc2ccc3ccccc3c2)CC1,Ki,'=',23.88,nM,7.62,,,UO_0000065,21.26,0.39,3.46,23.57,0,CHEMBL846101,"Binding affinity for sigma 1 opioid receptor, measured on guinea pig brain membranes using [3H]- (+)-pentazocine as radioligand",B,BAO_0000019,assay format,Cavia porcellus,CHEMBL3638188,Brain,,Membrane,,,,CHEMBL287,Sigma opioid receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1134305,1,Scientific Literature,J Med Chem,2001.0,,,,
CHEMBL1902981,EPERISONE,3.0,259.39,0.0,3.55,EPERISONE,CCc1ccc(C(=O)C(C)CN2CCCCC2)cc1,Ki,'=',1.704,nM,8.77,,,UO_0000065,33.8,0.63,5.22,43.17,0,CHEMBL1909110,DRUGMATRIX: Sigma1 radioligand binding (ligand: [3H] Haloperidol),B,BAO_0000249,cell membrane format,,,,Jurkat,Membrane,,,,CHEMBL287,Sigma opioid receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1909046,15,DrugMatrix,,,CHEMBL3307526,,,
CHEMBL2170070,,,365.48,0.0,3.82,33d,Cc1cc(OCCN2C[C@@H](C)O[C@@H](C)C2)nn1-c1ccc2ccccc2c1,Ki,'=',33.8,nM,7.47,,,UO_0000065,20.44,0.38,3.65,18.9,0,CHEMBL2173634,Displacement of [3H](+)pentazocine from human sigma 1 receptor transfected in HEK293 cell membranes after 120 mins by scintillation counter,B,BAO_0000219,cell-based format,Homo sapiens,,,HEK293,,,,,CHEMBL287,Sigma opioid receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL2169838,1,Scientific Literature,J Med Chem,2012.0,CHEMBL3307715,,,
CHEMBL2170067,,,335.45,0.0,4.2,33a,Cc1cc(OCCN2CCCCC2)nn1-c1ccc2ccccc2c1,Ki,'=',10.0,nM,8.0,,,UO_0000065,23.85,0.44,3.8,26.41,0,CHEMBL2173634,Displacement of [3H](+)pentazocine from human sigma 1 receptor transfected in HEK293 cell membranes after 120 mins by scintillation counter,B,BAO_0000219,cell-based format,Homo sapiens,,,HEK293,,,,,CHEMBL287,Sigma opioid receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL2169838,1,Scientific Literature,J Med Chem,2012.0,CHEMBL3307715,,,
CHEMBL2170065,,,253.35,0.0,1.35,31,CC(C)(C)n1ccc(OCCN2CCOCC2)n1,Ki,'>',1000.0,nM,,,,UO_0000065,,,,,0,CHEMBL2173634,Displacement of [3H](+)pentazocine from human sigma 1 receptor transfected in HEK293 cell membranes after 120 mins by scintillation counter,B,BAO_0000219,cell-based format,Homo sapiens,,,HEK293,,,,,CHEMBL287,Sigma opioid receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL2169838,1,Scientific Literature,J Med Chem,2012.0,CHEMBL3307715,,,
CHEMBL2170075,,,370.28,0.0,3.67,20a,Clc1ccc(-n2ccc(OCCCCN3CCOCC3)n2)cc1Cl,Ki,'=',17.6,nM,7.75,,,UO_0000065,20.94,0.44,4.08,19.62,0,CHEMBL2173634,Displacement of [3H](+)pentazocine from human sigma 1 receptor transfected in HEK293 cell membranes after 120 mins by scintillation counter,B,BAO_0000219,cell-based format,Homo sapiens,,,HEK293,,,,,CHEMBL287,Sigma opioid receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL2169838,1,Scientific Literature,J Med Chem,2012.0,CHEMBL3307715,,,
CHEMBL3407784,,,458.93,0.0,1.01,33,CNC(=O)[C@@]12C[C@@H]1[C@@H](n1cnc3c(NC)nc(C#Cc4ccc(Cl)s4)nc31)[C@H](O)[C@@H]2O,Activity,,,,,,Active,,,,,,0,CHEMBL3414398,Binding affinity to sigma1 receptor (unknown origin) by PDSP screening,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL287,Sigma opioid receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL3407461,1,Scientific Literature,J Med Chem,2014.0,,,,
CHEMBL880,FAMCICLOVIR,4.0,321.34,0.0,0.54,FAMCICLOVIR,CC(=O)OCC(CCn1cnc2cnc(N)nc21)COC(C)=O,Ki,>,10000.0,nM,,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),,,,,,0,CHEMBL1909110,DRUGMATRIX: Sigma1 radioligand binding (ligand: [3H] Haloperidol),B,BAO_0000249,cell membrane format,,,,Jurkat,Membrane,,,,CHEMBL287,Sigma opioid receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1909046,15,DrugMatrix,,,CHEMBL3307526,,,
CHEMBL559021,,,345.83,0.0,3.25,27,Cl.O=C1C(c2ccccc2)=COC12CCN(Cc1ccco1)CC2,Ki,'=',90.0,nM,7.05,,,UO_0000065,22.77,0.42,3.8,16.51,0,CHEMBL804961,"Binding affinity for sigma receptor in guinea pig brain membrane using radiolabeled ligand [3H]-(+)-SKF- 10,047 was determined",B,BAO_0000249,cell membrane format,Cavia porcellus,CHEMBL3638188,Brain,,Membrane,,,,CHEMBL287,Sigma opioid receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1127181,1,Scientific Literature,Bioorg Med Chem Lett,1993.0,,,,
CHEMBL85,RISPERIDONE,4.0,410.49,0.0,3.59,Risperidone,Cc1nc2n(c(=O)c1CCN1CCC(c3noc4cc(F)ccc34)CC1)CCCC2,Ki,'=',4300.0,nM,5.37,,,UO_0000065,13.07,0.24,1.78,8.36,0,CHEMBL882734,Binding affinity measured at the sigma receptor by the inhibition of [3H]-3-PPP binding to guinea pig cerebellum using unlabeled 3-PPP for nonspecific binding.,B,BAO_0000221,tissue-based format,Cavia porcellus,CHEMBL3638233,Cerebellum,,,,,,CHEMBL287,Sigma opioid receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1131447,1,Scientific Literature,J Med Chem,1998.0,,,,
CHEMBL488,AMINOGLUTETHIMIDE,4.0,232.28,0.0,1.35,AMINOGLUTETHIMIDE,CCC1(c2ccc(N)cc2)CCC(=O)NC1=O,Ki,>,10000.0,nM,,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),,,,,,0,CHEMBL1909110,DRUGMATRIX: Sigma1 radioligand binding (ligand: [3H] Haloperidol),B,BAO_0000249,cell membrane format,,,,Jurkat,Membrane,,,,CHEMBL287,Sigma opioid receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1909046,15,DrugMatrix,,,CHEMBL3307526,,,
CHEMBL77289,,,344.4,0.0,3.29,15,O=C(Cc1cc(F)ccc1F)NC1CCN(Cc2ccccc2)CC1,Ratio,'=',31.0,,,,,,,,,,0,CHEMBL805751,Selectivity ratio for sigma 2 receptor site in rat liver membranes and sigma 1 receptor site in quinea pig brain membranes,B,BAO_0000249,cell membrane format,,,,,,,,,CHEMBL287,Sigma opioid receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1131000,1,Scientific Literature,J Med Chem,1998.0,,,,
CHEMBL52588,,,493.45,1.0,5.93,37,COc1c(C(=O)NC2CC3CCCC(C2)N3Cc2ccccc2)cc(Br)c2ccccc12,Ki,'=',74.0,nM,7.13,,,UO_0000065,14.45,0.3,1.2,17.15,0,CHEMBL811340,Binding affinity for sigma-1 receptor measured on guinea pig brain membranes using [3H](+)-pentazocine as radioligand.,B,BAO_0000019,assay format,Cavia porcellus,CHEMBL3638188,Brain,,Membrane,,,,CHEMBL287,Sigma opioid receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1134687,1,Scientific Literature,J Med Chem,2001.0,,,,
CHEMBL113703,,,273.42,0.0,3.72,1e,CCCCN1CC[C@]2(C)c3cc(O)ccc3CC1[C@@H]2C,Ki,'=',104.0,nM,6.98,,,UO_0000065,25.54,0.48,3.26,29.75,0,CHEMBL809883,Inhibition against sigma receptor using displacement of 3 nM [3H]pentazocine in homogenate of guinea pig brain cerebellum,B,BAO_0000221,tissue-based format,Cavia porcellus,CHEMBL3638233,Cerebellum,,,,,,CHEMBL287,Sigma opioid receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1127360,1,Scientific Literature,J Med Chem,1994.0,,,,
CHEMBL338781,,,369.55,1.0,5.55,5g,CCCCCCCC(N)Cc1ccc(OC)c(OCCc2ccccc2)c1,IC50,'=',420.0,nM,6.38,,,UO_0000065,17.26,0.32,0.83,14.34,0,CHEMBL809837,In vitro binding affinity at Sigma opioid receptors on guinea pig brain membranes by [3H]3-PPP displacement.,B,BAO_0000019,assay format,Cavia porcellus,CHEMBL3638188,Brain,,Membrane,,,,CHEMBL287,Sigma opioid receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1132405,1,Scientific Literature,J Med Chem,1999.0,,,,
CHEMBL338781,,,369.55,1.0,5.55,5g,CCCCCCCC(N)Cc1ccc(OC)c(OCCc2ccccc2)c1,IC50,,,nM,,,Not Determined,UO_0000065,,,,,0,CHEMBL809050,In vitro binding affinity at Sigma opioid receptor type 2 on guinea pig brain membranes by [3H]DTG displacement in the presence of [3H]pentazocine; Not tested.,B,BAO_0000019,assay format,Cavia porcellus,CHEMBL3638188,Brain,,Membrane,,,,CHEMBL287,Sigma opioid receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1132405,1,Scientific Literature,J Med Chem,1999.0,,,,
CHEMBL426317,,,373.46,0.0,0.55,5,COc1cccc(N2CCN(CCCCn3ncc(=O)n(C)c3=O)CC2)c1,Ki,'=',180.0,nM,6.75,,,UO_0000065,18.06,0.34,6.19,9.29,0,CHEMBL861833,Binding affinity to sigma1 opioid receptor by radioligand binding assay,B,BAO_0000357,single protein format,,,,,,,,,CHEMBL287,Sigma opioid receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1146943,1,Scientific Literature,Bioorg Med Chem Lett,2006.0,,,,
CHEMBL53649,,,302.2,0.0,3.17,2 (AC915),O=C(Cc1ccc(Cl)c(Cl)c1)OCCN1CCCC1,Ratio,'=',2040.0,,,,,,,,,,0,CHEMBL849574,Selectivity and expressed as ratio of sigma 2/sigma 1,B,BAO_0000357,single protein format,,,,,,,,,CHEMBL287,Sigma opioid receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1133125,1,Scientific Literature,Bioorg Med Chem Lett,2000.0,,,,
CHEMBL340587,,,411.63,1.0,6.54,7d,CCCCC(Cc1ccc(OC)c(OCCc2ccccc2)c1)N(CCC)CCC,IC50,,,nM,,,Not Determined,UO_0000065,,,,,0,CHEMBL809050,In vitro binding affinity at Sigma opioid receptor type 2 on guinea pig brain membranes by [3H]DTG displacement in the presence of [3H]pentazocine; Not tested.,B,BAO_0000019,assay format,Cavia porcellus,CHEMBL3638188,Brain,,Membrane,,,,CHEMBL287,Sigma opioid receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1132405,1,Scientific Literature,J Med Chem,1999.0,,,,
CHEMBL101300,,,309.43,0.0,4.55,(+)-3e,CC1C2Cc3ccc(F)cc3C1(C)CCN2Cc1ccccc1,Ratio,'=',69.0,,,,,,,,,,0,CHEMBL809521,Ratio of binding affinities at Sigma receptor type 2 and type 1,B,BAO_0000357,single protein format,,,,,,,,,CHEMBL287,Sigma opioid receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1128493,1,Scientific Literature,J Med Chem,1995.0,,,,
CHEMBL115956,,,262.4,0.0,2.27,10,COc1ccccc1CCN(C)CCN1CCCC1,Ki,'=',15.7,nM,7.8,,,UO_0000065,29.74,0.56,5.53,49.68,0,CHEMBL809833,Displacement of [3H](+)-pentazocine from Sigma opioid receptor type 1 in guinea pig brain membrane,B,BAO_0000249,cell membrane format,Cavia porcellus,CHEMBL3638188,Brain,,Membrane,,,,CHEMBL287,Sigma opioid receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1129631,1,Scientific Literature,J Med Chem,1996.0,,,,
CHEMBL87321,,,287.79,0.0,3.71,46 (trans),CNC1Cc2cc(Cl)c(O)cc2C(c2ccccc2)C1,IC50,'=',21.1,nM,7.68,,,UO_0000065,26.67,0.52,3.97,23.79,0,CHEMBL803752,"Binding affinity against sigma receptor from guinea pig brain (minus cerebellum) homogenates, using the novel [3H]-(+/-)-4 as radioligand",B,BAO_0000221,tissue-based format,Cavia porcellus,CHEMBL3638233,Cerebellum,,,,,,CHEMBL287,Sigma opioid receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1126782,1,Scientific Literature,J Med Chem,1993.0,,,,
CHEMBL366154,,,425.66,1.0,5.39,53,CC1=C2C[C@H]3[C@@H](CC=C4C[C@@H](O)CC[C@@]43C)[C@@H]2CC[C@]12O[C@]1(C)C[C@H](C)CN[C@H]1[C@H]2C,Ki,'>',100000.0,nM,,,,UO_0000065,,,,,0,CHEMBL839610,Affinity for sigma receptor type 1 of guinea pig using [3H]ifenprodil or (+)-[3H]pentazocine radioligand,B,BAO_0000357,single protein format,Cavia porcellus,,,,,,,,CHEMBL287,Sigma opioid receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1140325,1,Scientific Literature,J Med Chem,2005.0,,,,
CHEMBL116434,,,247.39,0.0,1.84,16,CN(CCc1ccccc1N)CCN1CCCC1,Ratio,'=',0.45,,,,,,,,,,0,CHEMBL884961,Relative affinity for sigma-1 compared to sigma-2 type receptors,B,BAO_0000357,single protein format,,,,,,,,,CHEMBL287,Sigma opioid receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1129631,1,Scientific Literature,J Med Chem,1996.0,,,,
CHEMBL114477,,,362.44,0.0,4.85,27,FC(F)(F)c1cccc(N2CCN(CCCCc3ccccc3)CC2)c1,Ki,'=',5.4,nM,8.27,,,UO_0000065,22.81,0.43,3.42,127.59,0,CHEMBL803922,Binding affinity towards sigma receptor in guinea pig brain membranes using [3H]DTG as radioligand,B,BAO_0000249,cell membrane format,Cavia porcellus,CHEMBL3638188,Brain,,Membrane,,,,CHEMBL287,Sigma opioid receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1125220,1,Scientific Literature,J Med Chem,1991.0,,,,
CHEMBL433022,,,406.57,1.0,6.72,36,c1ccc(CCCCN2C3CCC2c2c(n(-c4ccccc4)c4ccccc24)C3)cc1,IC50,'=',212.0,nM,6.67,,,UO_0000065,16.41,0.29,-0.05,81.68,0,CHEMBL803916,Binding affinity against sigma sites in guinea pig membrane using [3H]DTG as the radioligand,B,BAO_0000249,cell membrane format,Cavia porcellus,,,,,,,,CHEMBL287,Sigma opioid receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1126584,1,Scientific Literature,J Med Chem,1993.0,,,,
CHEMBL157138,LISURIDE,4.0,338.46,0.0,2.84,LISURIDE,CCN(CC)C(=O)N[C@H]1C=C2c3cccc4[nH]cc(c34)C[C@H]2N(C)C1,Ki,>,10000.0,nM,,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),,,,,,0,CHEMBL1909110,DRUGMATRIX: Sigma1 radioligand binding (ligand: [3H] Haloperidol),B,BAO_0000249,cell membrane format,,,,Jurkat,Membrane,,,,CHEMBL287,Sigma opioid receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1909046,15,DrugMatrix,,,CHEMBL3307526,,,
CHEMBL165848,,,296.41,0.0,3.01,4,COc1cccc(CN2CCN(Cc3ccccc3)CC2)c1,Ki,'=',0.39,nM,9.41,,,UO_0000065,31.74,0.58,6.4,59.89,0,CHEMBL809519,Binding affinity towards Sigma-1 receptor,B,BAO_0000357,single protein format,,,,,,,,,CHEMBL287,Sigma opioid receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1136602,1,Scientific Literature,Bioorg Med Chem Lett,2003.0,,,,
CHEMBL118288,,,288.39,0.0,4.43,22,c1ccc(CN2C3CCC2c2c([nH]c4ccccc24)C3)cc1,IC50,'=',2750.0,nM,5.56,,,UO_0000065,19.28,0.35,1.13,29.22,0,CHEMBL803754,Binding affinity against sigma sites in guinea pig membrane using [3H](+)-3-PPP as the radioligand,B,BAO_0000249,cell membrane format,Cavia porcellus,,,,,,,,CHEMBL287,Sigma opioid receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1126584,1,Scientific Literature,J Med Chem,1993.0,,,,
CHEMBL306133,,,350.55,1.0,5.11,45,c1ccc2c(CCCCN3CCN(C4CCCCC4)CC3)cccc2c1,Ratio,'=',139.0,,,,,,,,,,0,CHEMBL881475,Binding affinity ratio of sigma 2 receptor to that of sigma 1 receptor,B,BAO_0000357,single protein format,,,,,,,,,CHEMBL287,Sigma opioid receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1148440,1,Scientific Literature,J Med Chem,2004.0,,,,
CHEMBL346389,,,357.84,0.0,2.99,26,O=C1COc2cc(CN3CCN(c4ccc(Cl)cc4)CC3)ccc2N1,IC50,'=',285.0,nM,6.54,,,UO_0000065,18.29,0.36,3.56,14.61,0,CHEMBL810652,Inhibition of [3H]- pentazocine binding against guinea pig brain Sigma opioid receptor type 1,B,BAO_0000019,assay format,Cavia porcellus,,,,,,,,CHEMBL287,Sigma opioid receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1132537,1,Scientific Literature,J Med Chem,1999.0,,,,
CHEMBL136231,,,376.42,0.0,4.03,25,O=C(Cc1ccccc1)NC1CCN(Cc2ccc(C(F)(F)F)cc2)CC1,Ki,'=',87.05,nM,7.06,,,UO_0000065,18.76,0.36,3.03,21.83,0,CHEMBL846101,"Binding affinity for sigma 1 opioid receptor, measured on guinea pig brain membranes using [3H]- (+)-pentazocine as radioligand",B,BAO_0000019,assay format,Cavia porcellus,CHEMBL3638188,Brain,,Membrane,,,,CHEMBL287,Sigma opioid receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1134305,1,Scientific Literature,J Med Chem,2001.0,,,,
CHEMBL554988,,,325.88,0.0,4.33,13,Cl.c1ccc(CCN2CCC3=C(CCc4ccccc43)C2)cc1,IC50,'=',16.6,nM,7.78,,,UO_0000065,26.88,0.48,3.45,240.12,0,CHEMBL803929,In vitro for the binding affinity against sigma receptor by using [3H]DTG as radioligand in guinea pig cerebellum,B,BAO_0000221,tissue-based format,Cavia porcellus,CHEMBL3638233,Cerebellum,,,,,,CHEMBL287,Sigma opioid receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1126294,1,Scientific Literature,J Med Chem,1992.0,,,,
